flex1,flex2,flex3,flex4,flex5,ax,ay,az,gx,gy,label
4055,3198,3191,2848,2950,1.99,-1.38,8.35,-0.31,-3.91,comer
4095,3216,3315,3125,3167,7.54,2.49,-5.65,0.85,-4.37,comer
4095,4095,4016,4082,3869,4.29,-0.63,-12.16,0.72,-1.93,comer

4095,4095,3408,4017,4095,1.15,0.30,-0.95,-1.27,4.37,comer
4095,4095,3325,3088,3600,5.96,-0.54,5.87,-0.12,2.96,comer
4095,4095,3107,3026,3298,8.60,-1.45,5.19,-1.44,-1.23,comer
3875,4095,2992,2993,3139,11.89,6.81,-6.90,0.50,-0.89,comer
3865,4095,3353,3019,3120,6.85,-2.26,0.85,1.26,4.37,comer
4015,4095,3500,3110,3259,6.09,-2.98,7.80,-1.16,-2.30,comer
3979,4095,3365,3152,3440,14.09,4.54,-4.65,-0.18,0.74,comer
4075,4095,3554,3187,3499,6.19,-1.69,6.38,1.64,2.23,comer
4094,4095,3280,3173,3456,10.82,2.24,-1.72,-1.22,-3.39,comer
4048,4095,3363,3105,3253,9.47,-2.19,0.10,1.37,4.21,comer
4057,3403,3359,3009,3307,0.75,-3.18,12.12,-1.10,-1.87,comer
4095,4095,3326,3060,3339,4.07,0.72,-2.16,-1.30,-4.37,comer
4095,4095,4095,4095,3610,6.82,8.67,-12.26,-0.73,-2.98,comer
4095,4095,3714,4095,4063,6.51,7.69,-13.29,-0.14,-1.04,comer
4095,4095,3741,4095,4095,6.00,4.18,-8.78,-0.24,-0.20,comer

4095,4095,3349,4095,4095,1.42,0.26,-0.72,-1.01,3.24,comer
4095,4095,3669,3635,4095,7.19,0.76,-0.01,-0.58,2.42,comer
4095,4095,3669,3263,4095,8.36,-0.53,4.33,-1.24,0.25,comer
4095,4095,3252,3301,4042,11.37,1.45,-2.17,-0.12,-1.68,comer
4095,4095,3063,3046,3361,9.25,0.22,-1.60,-0.01,2.00,comer
4095,4095,3088,2873,3165,7.74,-1.53,6.13,-0.56,-0.22,comer
3904,4095,3086,2887,3151,11.52,8.02,-8.46,-0.05,-0.34,comer
3937,4095,3206,2843,3152,7.21,-4.06,6.90,0.93,2.11,comer
3906,4095,3207,2874,3157,9.92,0.81,0.13,-1.14,-2.55,comer
3984,4095,3375,2977,3317,5.29,5.11,-5.25,1.23,4.37,comer
4090,4095,3599,2694,2913,3.03,-0.47,7.05,1.11,1.20,comer
4091,4095,3487,2690,3037,13.50,5.79,-4.12,-0.81,-1.18,comer
4095,4095,3688,2704,3133,7.33,-2.95,5.83,1.07,1.64,comer
4095,4095,3703,2714,3199,2.07,-2.37,9.12,-0.70,-3.27,comer
4095,4095,3827,3024,3232,6.86,4.57,-9.64,1.26,-4.37,comer

3952,4095,3214,2757,2941,1.28,1.07,-1.69,-1.07,4.06,comer
3134,4095,3200,2496,2597,4.07,-3.09,1.71,-0.91,4.34,comer
3153,4095,2889,2477,2416,6.33,-4.00,6.42,-0.58,0.52,comer
3248,4095,2742,2479,2464,12.98,10.86,-5.99,0.81,-0.32,comer
3383,4095,2736,2581,2513,4.71,-3.38,6.29,1.16,3.01,comer
3474,4095,2642,2559,2519,7.50,-2.89,5.42,-0.82,-2.87,comer
3514,4095,2500,2606,2523,14.01,4.46,-4.68,0.63,1.47,comer
3664,4095,2775,2751,2765,3.98,-4.27,10.55,1.25,0.64,comer
3647,4095,2886,2789,2895,13.45,3.99,-3.31,-1.96,-3.63,comer
3706,4095,2928,2917,2975,8.22,2.26,-3.66,1.71,4.37,comer
3786,3281,3122,2944,3109,1.98,-2.28,14.00,0.39,-1.66,comer
3763,4095,3045,2892,3038,4.43,-1.64,1.93,-1.40,-4.37,comer
3807,4095,3507,3175,3168,4.05,5.58,-12.30,4.37,-4.37,comer
4095,4095,4038,4095,3780,5.07,2.02,-12.78,2.22,-0.95,comer
4095,4095,4095,4095,4095,5.39,2.54,-7.88,-0.22,0.01,comer

3571,4095,3326,2672,2880,1.23,0.89,-1.12,-1.23,4.34,comer
3398,4095,2809,2544,2667,4.55,-4.35,4.98,-0.77,4.04,comer
3328,4095,2797,2555,2543,6.54,-5.27,9.14,-0.83,-0.67,comer
3191,4095,2992,2519,2410,12.96,8.58,-6.25,0.41,-0.27,comer
3294,4095,2986,2559,2483,6.77,-5.43,7.99,0.48,1.32,comer
3340,4095,2993,2659,2625,9.88,-0.40,1.16,-0.13,-2.09,comer
3396,4095,2939,2772,2800,10.77,2.05,-0.40,0.24,2.30,comer
3499,4095,2955,2815,2851,6.08,-6.95,9.73,-0.81,-1.22,comer
3535,4095,2793,2860,2846,14.25,5.42,-6.01,0.75,1.48,comer
3615,4095,2890,2999,2881,2.89,-4.13,11.99,1.12,0.31,comer
3633,4095,3022,2943,2944,1.68,-1.14,2.49,-0.72,-4.37,comer
3962,4095,4095,4095,3432,5.45,10.01,-12.92,2.38,-4.37,comer
4095,4095,3823,4095,4095,6.54,7.54,-13.29,0.89,-1.58,comer
4095,4095,3747,4059,4095,6.00,4.63,-11.00,0.57,-0.41,comer
4095,4095,3904,4095,4095,4.79,2.74,-9.17,-0.02,-0.03,comer

4095,4095,4095,4095,4095,1.15,0.65,-2.17,-1.05,1.55,comer
4095,4095,4095,4095,4095,8.00,3.56,-7.21,-1.88,3.11,comer
4095,4095,3371,3412,4095,8.88,-0.97,1.09,-1.22,3.63,comer
4095,4095,3328,3409,4095,6.04,-2.50,5.94,-0.10,0.22,comer
4078,4095,3241,3517,3910,11.41,7.55,-8.01,-0.75,0.91,comer
4015,4095,3357,3383,3727,6.09,-2.03,5.91,0.53,2.39,comer
4027,4095,3323,3401,3839,10.46,2.28,-1.02,-0.27,-3.43,comer
3991,4095,3531,3389,3669,6.62,3.95,-3.84,1.76,4.37,comer
