flex1,flex2,flex3,flex4,flex5,ax,ay,az,gx,gy,label
3939,3473,2998,3677,2841,10.50,-1.26,3.31,-0.34,-0.09,escuela
3932,3462,2982,3678,2850,9.80,-2.34,3.35,-0.36,0.16,escuela
3952,3461,2979,3677,2848,10.13,-2.85,3.72,-0.13,0.20,escuela
3955,3461,2994,3676,2851,9.52,-3.12,3.34,0.21,0.11,escuela
3954,3462,3051,3646,2843,8.74,-2.99,3.39,0.52,-0.02,escuela
3943,3456,3085,3445,2831,8.18,-1.44,3.01,0.97,-0.09,escuela
3945,3461,3114,3397,2821,8.11,0.02,2.39,0.82,-0.13,escuela
3936,3463,3136,3363,2815,8.89,1.64,2.57,1.10,-0.11,escuela
3917,3466,3120,3350,2801,9.13,3.62,3.14,0.94,-0.08,escuela
3904,3453,3097,3347,2802,8.98,4.72,2.35,0.66,-0.22,escuela
3925,3456,3079,3341,2800,9.55,4.82,2.44,0.57,-0.23,escuela
3903,3470,3066,3344,2796,9.75,4.65,2.32,0.61,-0.26,escuela
3917,3455,3066,3350,2800,9.43,4.03,2.10,0.12,-0.08,escuela
3915,3472,3047,3374,2813,9.65,3.88,2.99,-0.25,0.01,escuela

3565,3233,3248,3298,2519,1.96,-0.64,0.64,-0.25,-0.05,escuela
3596,3249,3246,3305,2506,10.02,-4.10,1.80,0.36,0.06,escuela
3616,3299,3244,3282,2511,7.98,-3.10,1.24,0.80,0.03,escuela
3619,3314,3158,3242,2496,8.16,-1.29,-0.13,1.39,0.02,escuela
3616,3302,3172,3225,2495,7.71,2.28,2.24,1.33,0.34,escuela
3606,3306,3182,3237,2495,8.23,3.03,3.09,1.24,-0.07,escuela
3621,3315,3173,3250,2515,8.29,4.40,3.74,0.68,-0.25,escuela
3610,3311,3158,3248,2539,9.61,5.81,4.29,0.09,-0.65,escuela
3605,3294,3179,3261,2551,12.22,4.28,1.28,-0.36,-0.37,escuela
3603,3295,3137,3306,2549,10.61,3.62,2.05,-0.79,0.11,escuela
3609,3291,3143,3305,2549,11.73,1.93,3.35,-1.53,-0.24,escuela
3631,3281,3106,3283,2559,10.95,-2.14,1.22,-1.86,0.38,escuela
3634,3292,3117,3306,2559,7.63,-2.65,1.45,-0.23,0.41,escuela
3650,3297,3119,3306,2587,8.84,0.37,1.80,0.23,-0.10,escuela
3648,3280,3120,3319,2592,10.35,0.17,2.31,0.05,-0.09,escuela

3745,3339,3066,3472,2722,1.87,-0.28,0.55,-0.29,-0.02,escuela
3755,3347,3067,3472,2720,10.35,-1.41,2.53,-0.15,0.02,escuela
3758,3344,3065,3466,2719,10.31,-2.26,2.80,-0.43,0.33,escuela
3758,3344,3064,3462,2717,9.77,-3.30,3.41,0.06,0.21,escuela
3776,3331,3086,3430,2714,9.28,-2.54,2.46,0.66,-0.13,escuela
3776,3334,3087,3405,2705,8.85,-1.56,1.44,1.05,0.04,escuela
3782,3344,3116,3394,2699,8.35,0.52,1.15,1.31,0.16,escuela
3793,3344,3152,3397,2688,8.36,1.64,1.85,1.44,0.02,escuela
3783,3343,3147,3392,2688,8.89,3.36,3.27,1.04,0.03,escuela
3771,3353,3125,3409,2703,9.25,4.32,3.60,0.71,-0.38,escuela
3776,3345,3099,3417,2720,10.14,4.30,2.85,0.04,-0.57,escuela
3764,3351,3087,3451,2734,11.99,3.07,1.99,-0.88,-0.50,escuela
3747,3349,3071,3481,2736,11.12,-0.29,2.76,-1.27,0.22,escuela
3763,3357,3047,3506,2729,10.60,-0.82,3.50,-1.32,0.33,escuela
3775,3344,3094,3499,2737,9.49,-1.56,2.59,-1.12,0.22,escuela

3883,3386,3097,3546,2779,1.85,-0.44,0.65,-0.15,0.16,escuela
3871,3376,3089,3555,2771,10.51,-2.53,3.69,-0.06,0.03,escuela
3876,3387,3086,3537,2783,9.94,-2.05,3.05,0.07,0.25,escuela
3904,3377,3098,3523,2768,8.78,-2.55,2.66,0.39,-0.09,escuela
3878,3381,3119,3506,2767,8.89,-1.39,1.44,0.97,-0.21,escuela
3881,3382,3152,3503,2754,8.57,0.28,2.12,0.81,0.02,escuela
3885,3386,3184,3480,2758,8.81,1.84,1.91,0.89,-0.13,escuela
3890,3386,3167,3478,2755,9.52,2.33,2.74,0.90,-0.18,escuela
3888,3374,3166,3487,2768,9.80,3.69,2.73,0.47,-0.35,escuela
3890,3377,3142,3473,2768,10.57,2.46,1.55,0.21,-0.32,escuela
3888,3376,3130,3493,2759,10.06,2.38,1.78,0.43,-0.13,escuela
3893,3382,3120,3504,2765,10.51,3.06,2.13,0.12,-0.11,escuela
3901,3392,3120,3527,2747,10.93,4.06,1.64,-0.45,0.05,escuela
3883,3397,3110,3538,2753,10.76,1.69,2.61,-1.05,0.39,escuela
3905,3392,3154,3557,2771,10.01,0.55,2.85,-0.90,0.22,escuela

3858,3372,3205,3568,2817,1.83,-0.16,0.49,-0.20,-0.03,escuela
3841,3376,3216,3568,2834,10.77,-0.60,2.57,-0.43,0.11,escuela
3847,3386,3218,3571,2834,10.34,-3.03,3.41,-0.60,0.34,escuela
3854,3401,3248,3569,2832,9.92,-3.36,2.91,0.17,-0.03,escuela
3869,3408,3218,3559,2833,8.82,-2.46,1.96,0.82,-0.05,escuela
3875,3390,3236,3541,2822,8.48,-0.88,1.34,1.20,0.04,escuela
3862,3398,3264,3537,2807,7.85,0.95,2.09,1.03,0.05,escuela
3870,3401,3258,3537,2801,8.93,2.74,2.12,0.95,-0.30,escuela
3878,3405,3225,3536,2813,9.49,3.22,1.59,0.72,-0.15,escuela
3871,3408,3221,3536,2822,8.89,4.79,2.15,0.49,-0.15,escuela
3867,3408,3197,3547,2842,9.64,6.85,2.13,0.06,-0.14,escuela
3871,3411,3152,3536,2845,9.98,6.19,0.37,-0.47,-0.04,escuela
3875,3412,3121,3566,2863,10.32,4.06,1.31,-0.29,0.03,escuela
3863,3418,3109,3577,2869,11.64,2.34,2.61,-0.88,0.19,escuela
3871,3414,3110,3583,2864,9.82,0.69,1.80,-1.35,0.42,escuela

3899,3446,3107,3583,2850,1.88,-0.50,0.49,-0.23,0.38,escuela
3898,3445,3105,3576,2854,9.50,-1.82,3.98,-0.03,0.16,escuela
3901,3439,3106,3597,2830,9.66,-3.04,3.21,0.01,-0.13,escuela
3890,3435,3150,3583,2802,9.15,-2.27,1.88,0.53,-0.10,escuela
3891,3431,3186,3579,2800,8.51,-0.49,1.74,0.90,-0.12,escuela
3891,3440,3179,3554,2803,8.87,1.21,1.59,0.78,-0.09,escuela
3905,3435,3182,3552,2798,9.14,2.41,2.03,0.78,-0.07,escuela
3915,3431,3174,3553,2801,9.53,2.72,2.16,0.69,-0.24,escuela
3911,3414,3158,3561,2812,10.12,2.83,2.35,0.43,-0.33,escuela
3901,3428,3122,3568,2803,9.61,3.69,1.65,0.25,-0.49,escuela
